RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,County,CommonName,BroadType,Longitude,Latitude
85,,,16/10/2009,16/10/2009,D,16/10/2009,NHMSYS0000456969,Castanea sativa,M933810,193365,281020,OSI,100,,"Strokestown Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Fallen dead,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,Sweet Chestnut,Chestnuts,-8.102370985,53.7786892
86,,,10/08/2009,10/08/2009,D,10/08/2009,NHMSYS0000456969,Castanea sativa,S334918,233423,191855,OSI,100,,"Westfield, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,Sweet Chestnut,Chestnuts,,
87,,,21/09/2009,21/09/2009,D,21/09/2009,NHMSYS0000456969,Castanea sativa,X105994,210543,99483,OSI,100,,"Cappoquin House, Co. Waterford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,Sweet Chestnut,Chestnuts,,
88,,,13/10/2009,13/10/2009,D,13/10/2009,NHMSYS0000456969,Castanea sativa,M746395,174635,239581,OSI,100,,"Clonbrock, Ballinasloe, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,Sweet Chestnut,Chestnuts,-8.382640387,53.40525913
89,,,26/10/2009,26/10/2009,D,26/10/2009,NHMSYS0000456969,Castanea sativa,N747783,274706,278345,OSI,100,,"Zephyr Lodge, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,Sweet Chestnut,Chestnuts,-6.868415781,53.74912988
90,,,10/08/2009,10/08/2009,D,10/08/2009,NHMSYS0000456969,Castanea sativa,S421854,242164,185488,OSI,100,,"Blackhills, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,Sweet Chestnut,Chestnuts,,
91,,,01/09/2009,01/09/2009,D,01/09/2009,NHMSYS0000456969,Castanea sativa,O205166,320531,216673,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sweet Chestnut,Chestnuts,-6.198108477,53.1864808
92,,,18/09/2009,18/09/2009,D,18/09/2009,NHMSYS0000456969,Castanea sativa,R450615,145010,161503,OSI,100,,"Bunratty House, Co. Clare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Clare,Sweet Chestnut,Chestnuts,,
93,,,14/08/2009,14/08/2009,D,14/08/2009,NHMSYS0000456969,Castanea sativa,T012702,301285,170213,OSI,100,,"Ballyraheen, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sweet Chestnut,Chestnuts,,
94,,,11/08/2009,11/08/2009,D,11/08/2009,NHMSYS0000456969,Castanea sativa,T279965,327910,196511,OSI,100,,"Rossanna, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sweet Chestnut,Chestnuts,,
95,,,23/07/2009,23/07/2009,D,23/07/2009,NHMSYS0000456969,Castanea sativa,S716628,271697,162875,OSI,100,,"Dunleckney Farm, Co. Carlow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Carlow,Sweet Chestnut,Chestnuts,,
96,,,04/08/2009,04/08/2009,D,04/08/2009,NHMSYS0000456969,Castanea sativa,T196776,319633,177669,OSI,100,,"Ballyarthur House, Co.Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sweet Chestnut,Chestnuts,,
97,,,16/09/2009,16/09/2009,D,16/09/2009,NHMSYS0000456969,Castanea sativa,R971156,197152,115652,OSI,100,,"Shanbally Castle, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Sweet Chestnut,Chestnuts,,
99,,,02/10/2009,02/10/2009,D,02/10/2009,NHMSYS0000456969,Castanea sativa,R417568,141733,156864,OSI,100,,"Shannongrove, Co. Limerick",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,Sweet Chestnut,Chestnuts,,
100,,,02/10/2009,02/10/2009,D,02/10/2009,NHMSYS0000456969,Castanea sativa,R417568,141729,156850,OSI,100,,"Shannongrove, Co. Limerick",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,Sweet Chestnut,Chestnuts,,
101,,,02/10/2009,02/10/2009,D,02/10/2009,NHMSYS0000456969,Castanea sativa,R417568,141742,156817,OSI,100,,"Shannongrove, Co. Limerick",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,Sweet Chestnut,Chestnuts,,
102,,,19/10/2009,19/10/2009,D,19/10/2009,NHMSYS0000456969,Castanea sativa,N293659,229353,265963,OSI,100,,"Rockfield House, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,Sweet Chestnut,Chestnuts,-7.557732614,53.64224929
103,,,31/08/2009,31/08/2009,D,31/08/2009,NHMSYS0000456969,Castanea sativa,S180542,218012,154282,OSI,100,,"Littleton, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Sweet Chestnut,Chestnuts,,
104,,,18/09/2009,18/09/2009,D,18/09/2009,NHMSYS0000456969,Castanea sativa,R856717,185613,171733,OSI,100,,"Kilboy, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Sweet Chestnut,Chestnuts,,
105,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0200003452,Catalpa bignonioides,M439051,143970,205177,OSI,100,,"Coole Park, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Fallen dead,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,Southern Catalpa,Catalpas,-8.838132546,53.09383423
108,,,15/09/2009,15/09/2009,D,15/09/2009,NHMSYS0000457002,Cedrus deodara,S145201,214523,120191,OSI,100,,"Knocklofty House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Deodar Cedar,Cedars,,
109,,,03/09/2009,03/09/2009,D,03/09/2009,NHMSYS0000457003,Cedrus libani,N954388,295498,238813,OSI,100,,"Carton Estate, Maynooth, Co. Kildare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Avenue,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,Cedar of Lebanon,Cedars,-6.566787971,53.39097487
110,,,19/10/2009,19/10/2009,D,19/10/2009,NHMSYS0000457003,Cedrus libani,N099801,209950,280182,OSI,100,,"Castle Forbes, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,Cedar of Lebanon,Cedars,-7.850600251,53.77055312
111,,,19/10/2009,19/10/2009,D,19/10/2009,NHMSYS0000457003,Cedrus libani,N099800,209917,280091,OSI,100,,"Castle Forbes, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,Cedar of Lebanon,Cedars,-7.850603449,53.76965469
112,,,19/10/2009,19/10/2009,D,19/10/2009,NHMSYS0000457003,Cedrus libani,N099799,209978,279991,OSI,100,,"Castle Forbes, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,Cedar of Lebanon,Cedars,-7.850606647,53.76875625
113,,,11/09/2009,11/09/2009,D,11/09/2009,NHMSYS0000457003,Cedrus libani,H722416,272268,341693,OSI,100,,"Castle Leslie, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Monaghan,Cedar of Lebanon,Cedars,-6.937067628,52.52140742
114,,,07/09/2009,07/09/2009,D,07/09/2009,NHMSYS0000457003,Cedrus libani,S467227,246705,122702,OSI,100,,"Kildalton College, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,Cedar of Lebanon,Cedars,,
115,,,15/09/2009,15/09/2009,D,15/09/2009,NHMSYS0000457003,Cedrus libani,S244244,224467,124489,OSI,100,,"Newtownanner House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Cedar of Lebanon,Cedars,,
116,,,05/10/2009,05/10/2009,D,05/10/2009,NHMSYS0000457003,Cedrus libani,N961918,296119,291847,OSI,100,,"Red House, Co. Louth",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Louth,Cedar of Lebanon,Cedars,-6.539921975,53.8668769
118,,,25/08/2009,25/08/2009,D,25/08/2009,NHMSYS0000457003,Cedrus libani,N917776,291718,277663,OSI,100,,"Tankardstown House, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,Cedar of Lebanon,Cedars,-6.611007813,53.7401326
119,,,02/10/2009,02/10/2009,D,02/10/2009,NHMSYS0000457003,Cedrus libani,R473460,147336,146063,OSI,100,,"Adare Manor Hotel and Golf Club, Co. Limerick",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,Cedar of Lebanon,Cedars,,
121,,,15/09/2009,15/09/2009,D,15/09/2009,NHMSYS0000457113,Chamaecyparis lawsoniana,S277229,227728,122950,OSI,100,,"Gurteen le Poer, Kilsheelan, Co. Waterford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,Lawson Cypress,False Cypresses,,
122,,,02/10/2009,02/10/2009,D,02/10/2009,NHMSYS0000457113,Chamaecyparis lawsoniana,R134361,113476,136191,OSI,100,,"Templeathea, Co. Limerick",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Allumii,Limerick,Lawson Cypress,False Cypresses,,
123,,,06/10/2009,06/10/2009,D,06/10/2009,NHMSYS0000457113,Chamaecyparis lawsoniana,N100938,210099,293893,OSI,100,,"Lough Rinn Hotel, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Erecta,Leitrim,Lawson Cypress,False Cypresses,-7.848639475,53.89363509
124,,,07/08/2009,07/08/2009,D,07/08/2009,NHMSYS0000457113,Chamaecyparis lawsoniana,T244882,324411,188283,OSI,100,,"Kilmacurragh, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Kilmacurragh,Wicklow,Lawson Cypress,False Cypresses,,
125,,,23/09/2009,23/09/2009,D,23/09/2009,NBDCSYS000000015,Cinnamomum camphora,W792713,179247,71322,OSI,100,,"Fota Arboretum, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Tree collection / Arboretum,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Camphor Tree,Camphor Trees,,
