RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety
656,,,21/08/2009,21/08/2009,D,21/08/2009,NBNSYS0000004638,Taxus baccata,S537728,253781,172890,OSI,100,,"Castlecomer House, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
657,,,12/09/2009,12/09/2009,D,12/09/2009,NBNSYS0000004638,Taxus baccata,H488207,248833,320781,OSI,100,,"Hilton Park, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
658,,,12/09/2009,12/09/2009,D,12/09/2009,NBNSYS0000004638,Taxus baccata,H505232,250579,323245,OSI,100,,"Lisabuck, Co. Monaghan",Kate Crane,Kate Crane,False,False,,Unusual location,Individual tree,Multi-stem,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
659,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O167663,316711,266325,OSI,100,,"Gormanstown College, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,,Pollard,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
660,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O167663,316767,266310,OSI,100,,"Gormanstown College, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,,Group,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
661,,,19/08/2009,19/08/2009,D,19/08/2009,NBNSYS0000004638,Taxus baccata,N941054,294130,205401,OSI,100,,"St. Kevin's, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
662,,,31/10/2009,31/10/2009,D,31/10/2009,NBNSYS0000004638,Taxus baccata,H449168,244946,316859,OSI,100,,"Redhills House, Co. Cavan",Kate Crane,Kate Crane,False,False,,,,Group,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
663,,,05/08/2009,05/08/2009,D,05/08/2009,NBNSYS0000004638,Taxus baccata,N626102,262622,210276,OSI,100,,"Main Street, Kildare.",Aubrey Fennell,Aubrey Fennell,False,False,,,,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
664,,,10/09/2009,10/09/2009,D,10/09/2009,NBNSYS0000004638,Taxus baccata,N644655,264426,265551,OSI,100,,"Ballinlough Castle, Co. Westmeath",Kate Crane,Kate Crane,False,False,,,,Group,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
665,,,10/09/2009,10/09/2009,D,10/09/2009,NBNSYS0000004638,Taxus baccata,N603876,260351,287690,OSI,100,,"Virginia, Co. Cavan",Kate Crane,Kate Crane,False,False,,,,Group,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
666,,,22/07/2009,22/07/2009,D,22/07/2009,NBNSYS0000004638,Taxus baccata,S926625,292692,162576,OSI,100,,"Clonogan, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Roadside,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
667,,,21/09/2009,21/09/2009,D,21/09/2009,NBNSYS0000004638,Taxus baccata,X082995,208203,99590,OSI,100,,"Salterbridge House, Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Arboretum,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Fastigiata
668,,,05/10/2009,05/10/2009,D,05/10/2009,NBNSYS0000004638,Taxus baccata,O093876,309383,287619,OSI,100,,"Barmeath Castle, Co. Louth",Kate Crane,Kate Crane,False,False,,,Avenue,Group,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Fastigiata
669,,,05/10/2009,05/10/2009,D,05/10/2009,NBNSYS0000004638,Taxus baccata,N806867,280664,286763,OSI,100,,"Brittas Estate, Co. Meath",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Fastigiata
670,,,05/08/2009,05/08/2009,D,05/08/2009,NBDCSYS000000038,Tetradium daniellii,N735111,273549,211138,OSI,100,,"Tully, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
671,,,23/09/2009,23/09/2009,D,23/09/2009,NHMSYS0000464436,Thuja plicata,W606752,160645,75256,OSI,100,,"Blarney Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
672,,,22/10/2009,22/10/2009,D,22/10/2009,NHMSYS0000464436,Thuja plicata,G843039,184353,303988,OSI,100,,"Lough Key Forest Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Colony,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
673,,,13/10/2009,13/10/2009,D,13/10/2009,NHMSYS0000464436,Thuja plicata,M679313,167936,231329,OSI,100,,"Woodlawn House, Kilconnell, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
674,,,11/09/2009,11/09/2009,D,11/09/2009,NHMSYS0000464436,Thuja plicata,H621382,262139,338278,OSI,100,,"Mullaghmore House, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
675,,,13/10/2009,13/10/2009,D,13/10/2009,NBNSYS0000003127,Tilia platyphyllos,M687309,168782,230993,OSI,100,,"Woodlawn House, Kilconnell, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Fallen alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
676,,,15/09/2009,15/09/2009,D,15/09/2009,NBNSYS0000003127,Tilia platyphyllos,S281232,228155,123203,OSI,100,,"Gurteen le Poer, Kilsheelan, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
677,,,11/10/2009,11/10/2009,D,11/10/2009,NBNSYS0000034026,Tilia tomentosa,O131349,313171,234953,OSI,100,,"Garda Headquarters, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
678,,,03/09/2009,03/09/2009,D,03/09/2009,NHMSYS0001754450,Tilia platyphyllos x cordata = T. x europaea,N939378,293991,237817,OSI,100,,"Carton Estate, Maynooth, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Avenue,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
679,,,03/09/2009,03/09/2009,D,03/09/2009,NHMSYS0001754450,Tilia platyphyllos x cordata = T. x europaea,N975333,297508,233355,OSI,100,,"Castletown House, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Avenue,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
680,,,22/07/2009,22/07/2009,D,22/07/2009,NHMSYS0001754450,Tilia platyphyllos x cordata = T. x europaea,S915609,291546,160901,OSI,100,,"Huntington Castle, Clonegal, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Avenue,Maiden,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
681,,,23/07/2009,23/07/2009,D,23/07/2009,NHMSYS0001754450,Tilia platyphyllos x cordata = T. x europaea,S717662,271718,166209,OSI,100,,"Rathwade, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,,Avenue,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
682,,,10/09/2009,10/09/2009,D,10/09/2009,NHMSYS0001754450,Tilia platyphyllos x cordata = T. x europaea,N565763,256566,276325,OSI,100,,"Lough Crew Garden, Co. Meath",Kate Crane,Kate Crane,False,False,,,Avenue,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
683,,,12/09/2009,12/09/2009,D,12/09/2009,NHMSYS0001754450,Tilia platyphyllos x cordata = T. x europaea,H539255,253907,325508,OSI,100,,"Analore, Co. Monaghan",Kate Crane,Kate Crane,False,False,,,Avenue,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
684,,,15/09/2009,15/09/2009,D,15/09/2009,NHMSYS0001754450,Tilia platyphyllos x cordata = T. x europaea,S170214,217015,121451,OSI,100,,"Marlfield House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing dead,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
685,,,18/09/2009,18/09/2009,D,18/09/2009,NHMSYS0001754450,Tilia platyphyllos x cordata = T. x europaea,M441050,144110,205002,OSI,100,,"Coole Park, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
686,,,16/10/2009,16/10/2009,D,16/10/2009,NHMSYS0001754450,Tilia platyphyllos x cordata = T. x europaea,M934806,193494,280630,OSI,100,,"Strokestown Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
687,,,20/08/2009,20/08/2009,D,20/08/2009,NHMSYS0001754450,Tilia platyphyllos x cordata = T. x europaea,N948248,294832,224844,OSI,100,,"Bishops Court, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
688,,,30/07/2009,30/07/2009,D,30/07/2009,NHMSYS0001754450,Tilia platyphyllos x cordata = T. x europaea,H210162,221064,316255,OSI,100,,"Templeport, Bawnboy, Co. Cavan",Kate Crane,Kate Crane,False,False,,Arboricultural curiosities,Individual tree,,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
689,,,15/09/2009,15/09/2009,D,15/09/2009,NHMSYS0001754450,Tilia platyphyllos x cordata = T. x europaea,S244245,224414,124592,OSI,100,,"Newtownanner House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
