RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,Longitude,Latitude
203,,,07/10/2009,07/10/2009,D,07/10/2009,NBNSYS0000003840,Fagus sylvatica,H829027,282929,302727,OSI,100,,"Lough Fea, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.737117697856894,53.96729157651321
204,,,28/07/2009,28/07/2009,D,28/07/2009,NBNSYS0000003840,Fagus sylvatica,S569961,256977,196186,OSI,100,,"Stradbally Hall, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.151823399388825,53.01365904000016
205,,,29/07/2009,29/07/2009,D,29/07/2009,NBNSYS0000003840,Fagus sylvatica,N443707,244385,270741,OSI,100,,"Tullynally Castle, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Fallen,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.328975305968857,53.68467987237457
206,,,12/09/2009,12/09/2009,D,12/09/2009,NBNSYS0000003840,Fagus sylvatica,H492203,249241,320322,OSI,100,,"Hilton Park, Co. Monaghan",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.247519182631956,54.12965015568347
207,,,30/07/2009,30/07/2009,D,30/07/2009,NBNSYS0000003840,Fagus sylvatica,H210163,221084,316394,OSI,100,,"Templeport, Bawnboy, Co. Cavan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.67848935295019,54.09628522757147
208,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000003840,Fagus sylvatica,M838223,183813,222376,OSI,100,,"Gort na mona, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Multi-stem,Standing alive,150 - 200 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.243244443609528,53.251764150605965
209,,,20/07/2009,20/07/2009,D,20/07/2009,NBNSYS0000003840,Fagus sylvatica,S467831,246752,183174,OSI,100,,Cappnashanna,Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,150 - 200 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.306029246231312,52.89773657372688
210,,,12/09/2009,12/09/2009,D,12/09/2009,NBNSYS0000003840,Fagus sylvatica,H426105,242692,310528,OSI,100,,"Rockview, Ballyhaise, Co. Cavan",Kate Crane,Kate Crane,False,False,,,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.3490688095051455,54.04225256813743
211,,,06/10/2009,06/10/2009,D,06/10/2009,NBNSYS0000003840,Fagus sylvatica,H256072,225697,307202,OSI,100,,"Killegar, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.608761889626231,54.01349771739372
212,,,19/10/2009,19/10/2009,D,19/10/2009,NBNSYS0000003840,Fagus sylvatica,N231611,223175,261128,OSI,100,,"Ratharney, Longford",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,,Colony,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.650693159030127,53.59968226074299
213,,,05/10/2009,05/10/2009,D,05/10/2009,NBNSYS0000003840,Fagus sylvatica,O093875,309301,287581,OSI,100,,"Barmeath Castle, Co. Louth",Kate Crane,Kate Crane,False,False,,Arboricultural curiosities,,Group,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.340839882713773,53.826379420924084
214,,,13/10/2009,13/10/2009,D,13/10/2009,NBNSYS0000003840,Fagus sylvatica,M399355,139947,235581,OSI,100,,"Lackagh, Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.902871282117943,53.36724739732845
215,,,05/08/2009,05/08/2009,D,05/08/2009,NBNSYS0000003840,Fagus sylvatica,S728975,272831,197582,OSI,100,,"Moat of Ardscull, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,,,Group,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.915338219159999,53.02428086290447
216,,,10/09/2009,10/09/2009,D,10/09/2009,NBNSYS0000003840,Fagus sylvatica,N515791,251511,279134,OSI,100,,"Ballinacree, Co. Meath",Kate Crane,Kate Crane,False,False,,,,Group,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.219738692833003,53.75942609329389
217,,,12/10/2009,12/10/2009,D,12/10/2009,NBNSYS0000003840,Fagus sylvatica,S169883,216989,188374,OSI,100,,"Monaincha Abbey, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.748007831165425,52.946223160129875
218,,,19/10/2009,19/10/2009,D,19/10/2009,NBNSYS0000003840,Fagus sylvatica,N145550,214598,255083,OSI,100,,"Rathmore, Co. Longford",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Parkland,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.780524825567472,53.54567889802327
219,,,05/10/2009,05/10/2009,D,05/10/2009,NBNSYS0000003840,Fagus sylvatica,N961919,296129,291974,OSI,100,,"Red House, Co. Louth",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Atropurpurea Group,-6.539426839544291,53.86843427684876
220,,,22/10/2009,22/10/2009,D,22/10/2009,NBNSYS0000003840,Fagus sylvatica,G701369,170190,336903,OSI,100,,"Mental Health Centre, Co. Sligo",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Atropurpurea Group,-8.458397099899054,54.28009307824632
221,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000003840,Fagus sylvatica,M439052,143996,205267,OSI,100,,"Coole Park, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing dead,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Atropurpurea Group,-8.836728829032138,53.09534470448867
222,,,13/08/2009,13/08/2009,D,13/08/2009,NBNSYS0000003840,Fagus sylvatica,N054056,205469,205623,OSI,100,,"Birr Castle, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Birr Zebra,-7.919086662966294,53.101453887598566
223,,,11/09/2009,11/09/2009,D,11/09/2009,NBNSYS0000003840,Fagus sylvatica,H722417,272261,341730,OSI,100,,"Castle Leslie, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Lutea Marginiata,-6.890303283165168,54.31921980984797
224,,,26/10/2009,26/10/2009,D,26/10/2009,NBNSYS0000003840,Fagus sylvatica,N986654,298657,265454,OSI,100,,"Somerville House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Pendula,-6.509469952879695,53.62977580805133
225,,,26/10/2009,26/10/2009,D,26/10/2009,NBNSYS0000003840,Fagus sylvatica,N886616,288605,261651,OSI,100,,"Ballinter House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Pendula,-6.662445349964814,53.597412475915185
226,,,21/10/2009,21/10/2009,D,21/10/2009,NBNSYS0000003840,Fagus sylvatica,G738761,173831,376176,OSI,100,,"Ballyloughan House, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,var. heterophylla,-8.405973934313087,54.633085495590336
227,,,20/10/2009,20/10/2009,D,20/10/2009,NBNSYS0000003840,Fagus sylvatica,C220210,222052,421004,OSI,100,,"Green House, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,var. heterophylla,-7.655861284513715,55.0359560387101
228,,,14/10/2009,14/10/2009,D,14/10/2009,NBNSYS0000003949,Fraxinus excelsior,M187637,118790,263776,OSI,100,,"Carraig Dun, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.227921770399934,53.61768953900204
229,,,31/08/2009,31/08/2009,D,31/08/2009,NBNSYS0000003949,Fraxinus excelsior,S123593,212364,159353,OSI,100,,"Ardfert House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.817903730683249,52.68557387615462
230,,,28/10/2009,28/10/2009,D,28/10/2009,NBNSYS0000003949,Fraxinus excelsior,M408547,140827,254754,OSI,100,,"St Benin's Well, Tuam, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.893259131796034,53.53959185179472
231,,,21/08/2009,21/08/2009,D,21/08/2009,NBNSYS0000003949,Fraxinus excelsior,S598770,259800,177027,OSI,100,,"Garrendenny, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.113294447595212,52.841216638491
232,,,20/08/2009,20/08/2009,D,20/08/2009,NBNSYS0000003949,Fraxinus excelsior,S814889,281469,188980,OSI,100,,"Davidstown House, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.7888007115175695,52.94576075589948
233,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000003949,Fraxinus excelsior,X075829,207548,82951,OSI,100,,"Ballynatray Estate, Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,300 - 500 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.890828712339399,51.999075302013054
234,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000003949,Fraxinus excelsior,M863050,186308,205034,OSI,100,,"Portumna, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.205122382923186,53.09601319553677
235,,,02/10/2009,02/10/2009,D,02/10/2009,NBNSYS0000003949,Fraxinus excelsior,R520402,152004,140279,OSI,100,,"Islandmore, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.70766246274572,52.51219960086192
